Date,Open,High,Low,Close,Adj Close,Volume
2002/8/14,44.279999,44.290001,43.5,43.580002,33.67841,8900
2002/8/15,44.450001,44.900002,44.09,44.900002,34.698513,18400
2002/8/16,45.029999,46.200001,44.91,46.150002,35.664509,17900
2002/8/19,46.009998,48.389999,45.529999,48.389999,37.395561,20900
2002/8/20,48.400002,49.299999,47,49.299999,38.098804,20900
2002/8/21,49.049999,50,48.799999,49.84,38.516106,22800
2002/8/22,49.860001,50.099998,49.110001,50.099998,38.717022,9500
2002/8/23,50.169998,50.169998,48.75,49.41,38.183819,6200
2002/8/26,49.700001,52.049999,49.240002,51.490002,39.791237,18800
2002/8/27,50.599998,51.880001,49.5,49.5,38.253349,12600
2002/8/28,49.43,50.990002,49.32,49.490002,38.245647,25000
2002/8/29,49.509998,50,49.009998,50,38.639767,14400
2002/8/30,50,50,48.349998,48.360001,37.372375,4900
2002/9/3,48.259998,50.099998,48.259998,49.509998,38.261101,15400
2002/9/4,49.25,49.5,48.5,48.740002,37.666046,4900
2002/9/5,48.439999,48.610001,47.630001,48.110001,37.17918,13400
2002/9/6,48,49.869999,47.080002,49.150002,37.982891,12700
2002/9/9,50.049999,50.049999,49.150002,49.68,38.392475,20000
2002/9/10,49.740002,49.740002,48.709999,48.709999,37.642853,16500
2002/9/11,48.599998,49.16,48.599998,48.950001,37.828327,5900
2002/9/12,48.59,48.59,47.549999,47.720001,36.877789,6500
2002/9/13,47.549999,48.09,46.5,47,36.321369,10600
2002/9/16,47.450001,47.450001,46.75,47.25,36.51458,10900
2002/9/17,47.34,47.349998,46.75,47.18,36.46048,8700
2002/9/18,46.740002,47,46.73,47,36.321369,4100
2002/9/19,46.66,46.990002,46.099998,46.119999,35.641327,5400
2002/9/20,46.509998,47.169998,46.509998,47.169998,36.45274,29800
2002/9/23,47.169998,47.169998,46.560001,46.900002,36.244106,4500
2002/9/24,45.759998,47.18,45.75,47.169998,36.45274,89200
2002/9/25,47.259998,47.259998,46.5,47.040001,36.352291,33000
2002/9/26,47.200001,47.799999,46.32,47.799999,36.93964,27600
2002/9/27,47.77,48.009998,46.84,47.5,36.707779,31900
2002/9/30,48,48,46.82,46.900002,36.244106,32900
2002/10/1,47.549999,47.549999,46.529999,47.380001,36.615036,33200
2002/10/2,48,48,47.25,48,37.094166,37100
2002/10/3,47.970001,48.009998,47.450001,47.66,36.831436,40300
2002/10/4,47.990002,47.990002,47.220001,47.279999,36.537746,5000
2002/10/7,47.16,47.849998,46.02,47.369999,36.607315,12300
2002/10/8,47,47.990002,46.810001,47.139999,36.429569,20900
2002/10/9,46.509998,47.759998,46.509998,47.470001,36.684586,32100
2002/10/10,48,48.009998,47.209999,47.549999,36.74641,6200
2002/10/11,46.759998,47.599998,46.759998,47.25,36.51458,3900
2002/10/14,47.639999,48.599998,47,48.23,37.271923,10600
2002/10/15,48,48.75,47.759998,47.939999,37.047798,16000
2002/10/16,48.43,48.43,47.5,47.610001,36.792778,5300
2002/10/17,47.849998,48,47.580002,47.880001,37.001442,10700
2002/10/18,47.950001,48,47.57,48,37.094166,15300
2002/10/21,48,48.400002,47.950001,48.380001,37.387844,11300
2002/10/22,48.490002,48.490002,47.389999,47.700001,36.862339,22500
2002/10/23,48.09,48.18,47.93,48.18,37.233265,9000
2002/10/24,48.189999,49.029999,48.150002,48.560001,37.526936,55400
2002/10/25,49.029999,50,48.560001,49.549999,38.292007,82500
2002/10/28,49.099998,51.220001,49.099998,50.75,39.219357,25000
2002/10/29,50.5,52.130001,50.5,51.990002,40.177631,33900
2002/10/30,51.349998,52.759998,51.349998,52.5,40.571743,9900
2002/10/31,52.790001,53.380001,52.73,53.279999,41.174515,15200
2002/11/1,53.299999,53.349998,52.310001,52.57,40.625851,12100
2002/11/4,53.349998,54.450001,52.52,54.380001,42.024612,14700
2002/11/5,54.16,55.279999,54.16,55.150002,42.619656,12700
2002/11/6,54.889999,55.16,54.009998,54.880001,42.411015,7900
2002/11/7,54.950001,55.360001,54.59,55.189999,42.650562,6000
2002/11/8,55.02,55.869999,54.880001,55.360001,42.781952,9900
2002/11/11,55.950001,56.349998,55,55.720001,43.060143,14200
2002/11/12,55.580002,56.73,54.990002,55.91,43.206989,23900
2002/11/13,55.950001,56.5,55.060001,56.099998,43.548538,10700
2002/11/14,56.099998,56.5,54,55.900002,43.393291,21100
2002/11/15,55.900002,56,54.700001,55.02,42.710167,17100
2002/11/18,55.75,58.700001,55.75,58.32,45.271854,23300
2002/11/19,58.599998,58.599998,57.700001,57.970001,45.000175,7200
2002/11/20,58.150002,58.990002,57.740002,58.98,45.784184,5300
2002/11/21,58.950001,59,57.73,57.73,44.813881,13900
2002/11/22,57.5,57.509998,56.080002,56.080002,43.53302,22100
2002/11/25,57.5,57.5,56.73,56.790001,44.084167,13300
2002/11/26,56.799999,57.869999,56.740002,57.689999,44.782803,16300
2002/11/27,57.619999,57.650002,56.549999,57.169998,44.379139,9000
2002/11/29,57.200001,57.700001,56.720001,57.23,44.425724,3600
2002/12/2,57.23,59.5,57,59.5,46.187832,17000
2002/12/3,59.73,59.799999,59.240002,59.259998,46.001537,7900
2002/12/4,59.75,60,59.310001,59.639999,46.296532,8900
2002/12/5,59.599998,59.689999,58.740002,59.139999,45.908394,12800
2002/12/6,58.66,58.860001,57.330002,58,45.023441,12100
2002/12/9,57.75,58.200001,57.75,57.889999,44.938053,7400
2002/12/10,58,58.73,58,58.5,45.411575,13200
2002/12/11,58.59,59.84,58.59,59.540001,46.218895,7900
2002/12/12,59.549999,60,59,59.709999,46.350861,5900
2002/12/13,59.84,59.84,58.400002,58.580002,45.473679,12600
2002/12/16,58.400002,58.939999,57.939999,58.189999,45.170944,14000
2002/12/17,58.200001,59.189999,57.91,58.75,45.605667,7200
2002/12/18,59.130001,59.130001,58,58.220001,45.194233,4800
2002/12/19,58.529999,59.400002,58,59.220001,45.970482,11400
2002/12/20,59.450001,60.650002,59.16,60.599998,47.041748,23000
2002/12/23,59.75,61.25,59.25,60.75,47.158176,19000
2002/12/24,60.23,61.279999,60.23,60.970001,47.328964,5900
2002/12/26,61.200001,62.639999,61.060001,62.580002,48.578751,15900
2002/12/27,61.779999,63.049999,61.509998,62.709999,48.679657,12200
2002/12/30,63.599998,64.190002,62.740002,64.050003,49.719856,51500
2002/12/31,64.050003,65.400002,63.610001,64.510002,50.076942,29000
2003/1/2,65.139999,65.5,63.900002,65.190002,50.604797,48700
2003/1/3,64.709999,69.199997,64.709999,68.559998,53.220833,70600
2003/1/6,69.400002,70.300003,68.910004,69.800003,54.183372,100600
2003/1/7,69.669998,69.699997,68.650002,68.870003,53.461479,47000
2003/1/8,68.889999,70,68.75,70,54.338657,86300
2003/1/9,69.900002,70.449997,69.339996,69.699997,54.105759,26500
2003/1/10,69.389999,69.989998,68.769997,69.18,53.70211,37100
2003/1/13,69.540001,69.540001,69.050003,69.050003,53.601192,14700
2003/1/14,68.099998,68.480003,67.529999,67.75,52.59203,80600
2003/1/15,67.599998,69.080002,67.389999,69.080002,53.624485,69900
2003/1/16,68.989998,69,68.5,69,53.562374,37700
2003/1/17,69,69,68.709999,68.769997,53.383816,47000
2003/1/21,68.720001,69,68.5,68.730003,53.352768,32300
2003/1/22,68.370003,69,68.370003,69,53.562374,18400
2003/1/23,68.720001,69.230003,68.720001,68.860001,53.453709,59000
2003/1/24,68.519997,69.199997,68.519997,68.769997,53.383816,53900
2003/1/27,68.769997,69.080002,68.639999,69,53.562374,56000
2003/1/28,69,69,68.290001,68.949997,53.523567,14500
2003/1/29,68.739998,68.879997,68.150002,68.57,53.228565,52600
2003/1/30,68.150002,68.800003,67.699997,68.620003,53.267395,30200
2003/1/31,68.510002,68.709999,67.550003,68.190002,52.933617,33200
2003/2/3,67.599998,68.089996,67.519997,67.519997,52.413498,13600
2003/2/4,67.349998,67.480003,64.5,64.550003,50.107983,86000
2003/2/5,65.019997,65.019997,61.259998,61.610001,47.825779,57700
2003/2/6,61.009998,61.25,58,59.689999,46.335339,45400
2003/2/7,59.049999,61.110001,59.049999,60.779999,47.181473,21400
2003/2/10,59.810001,61.869999,59.810001,61.869999,48.027615,26800
2003/2/11,61.709999,64.459999,61.709999,63.57,49.347256,39400
2003/2/12,62.869999,64.980003,61.560001,64.370003,50.165535,30000
2003/2/13,64.900002,65.400002,63.619999,64.239998,50.064224,17700
2003/2/14,64.209999,65.309998,63.959999,64.559998,50.313637,19900
2003/2/18,64.949997,66.449997,64.050003,65.949997,51.396896,23100
2003/2/19,65,65.980003,64.470001,64.849998,50.539631,10900
2003/2/20,65.199997,65.199997,64.400002,64.699997,50.422729,7800
2003/2/21,64.43,65.199997,64.43,65,50.656525,9200
2003/2/24,64.779999,65.199997,63.150002,63.299999,49.331654,20500
2003/2/25,63.02,64.550003,63.02,64.550003,50.305817,8100
2003/2/26,64.199997,64.75,63.290001,63.290001,49.323853,7300
2003/2/27,63.610001,66.099998,60.849998,61.439999,47.882107,59800
2003/2/28,60.77,61.720001,58.810001,59.41,46.300068,34900
2003/3/3,58.990002,60.049999,57.75,59.07,46.035088,23400
2003/3/4,58.200001,59.360001,58.200001,58.869999,45.879234,13500
2003/3/5,58.400002,58.400002,55.509998,56.459999,44.001041,39500
2003/3/6,56.099998,56.48,55,55.169998,42.995689,18400
2003/3/7,55.099998,55.509998,52.099998,52.380001,40.821362,53800
2003/3/10,51.25,51.619999,49.049999,50.139999,39.075657,55000
2003/3/11,49.389999,50.630001,47.459999,47.459999,36.987068,32600
2003/3/12,46.799999,49.689999,46.799999,48.25,37.602737,48500
2003/3/13,48.880001,49.110001,48,49.110001,38.272953,9500
2003/3/14,49.700001,49.759998,48,49.73,38.756126,12100
2003/3/17,49.759998,49.759998,47.84,49.59,38.647045,13100
2003/3/18,48.889999,50.189999,48.889999,50,38.966564,13100
2003/3/19,49.98,51.049999,49.73,51.049999,39.784855,14900
2003/3/20,50.810001,51.459999,50.5,51.25,39.940723,18200
2003/3/21,51.560001,52.549999,48.889999,51.700001,40.291424,35400
2003/3/24,49,51.450001,49,50.450001,39.317257,32500
2003/3/25,50.549999,50.549999,48.990002,49.869999,38.865246,12900
2003/3/26,50.150002,50.599998,49.77,50.23,39.145802,10800
2003/3/27,50,50.830002,50,50.720001,39.527679,2700
2003/3/28,50.529999,52,50.119999,51.869999,40.423897,9900
2003/3/31,49.959999,52,49.5,49.900002,38.88863,20100
2003/4/1,49.880001,50.880001,49.880001,50.560001,39.402985,7200
2003/4/2,50.900002,50.900002,49.919998,50.150002,39.083454,2900
2003/4/3,49.869999,51.700001,49.869999,51.439999,40.088783,24800
2003/4/4,51.400002,51.41,49.299999,50.099998,39.044483,22000
2003/4/7,49.700001,51.200001,49.009998,49.259998,38.389854,17100
2003/4/8,48.900002,49.869999,48.799999,49.34,38.45219,52500
2003/4/9,49.139999,50.950001,49.139999,50.049999,39.005524,6300
2003/4/10,49.5,50.029999,49.299999,49.84,38.841858,10400
2003/4/11,49.810001,50.07,49.349998,49.400002,38.498947,8600
2003/4/14,49.150002,49.77,49.150002,49.599998,38.654831,12100
2003/4/15,49.650002,49.869999,49.450001,49.869999,38.865246,9800
2003/4/16,49.869999,49.990002,49.470001,49.950001,38.927601,18100
2003/4/17,50.41,50.41,49.5,50.299999,39.200352,13600
2003/4/21,49.5,50.419998,49.240002,50.200001,39.122417,19500
2003/4/22,50.400002,50.400002,48.900002,49.610001,38.662621,17200
2003/4/23,49.330002,49.84,48.889999,49.5,38.576878,21500
2003/4/24,49,50.34,49,50.169998,39.099041,8800
2003/4/25,50.529999,50.950001,50.009998,50.939999,39.699135,11600
2003/4/28,50.82,51.25,50.82,50.84,39.621201,11000
2003/4/29,50.959999,51.25,50.599998,50.599998,39.434158,5600
2003/4/30,50.060001,51.25,50.060001,50.740002,39.543259,4900
2003/5/1,50.299999,51,49.799999,50.560001,39.402985,7200
2003/5/2,50.57,50.990002,49.700001,49.900002,38.88863,23000
2003/5/5,50.450001,50.450001,48.549999,49.290001,38.413235,22300
2003/5/6,49.57,50.25,48.700001,50.23,39.145802,10300
2003/5/7,49.599998,50.400002,49.599998,50,38.966564,7300
2003/5/8,50,50.439999,49.77,50.099998,39.044483,3800
2003/5/9,50.450001,51.48,50.259998,51.48,40.119968,6500
2003/5/12,51.5,52,50.619999,51.349998,40.018646,15800
2003/5/13,51.349998,51.540001,51.099998,51.189999,39.893982,3100
2003/5/14,52,52,49.5,50,39.157795,16100
2003/5/15,50.009998,50.450001,49.759998,50.389999,39.463223,7300
2003/5/16,50.099998,51.18,50.099998,50.849998,39.823483,18900
2003/5/19,50.849998,51.07,50.099998,50.099998,39.236103,5300
2003/5/20,50.389999,50.490002,50,50.490002,39.541553,3900
2003/5/21,49.919998,50.330002,49.830002,49.830002,39.024658,2100
2003/5/22,50.900002,50.900002,49.900002,50.700001,39.706001,2800
2003/5/23,50.459999,50.68,50,50.23,39.337921,4800
2003/5/27,50.049999,50.900002,50.049999,50.369999,39.447567,6800
2003/5/28,50.860001,50.860001,50.110001,50.110001,39.243931,5100
2003/5/29,50.720001,50.720001,49.799999,50,39.157795,8000
2003/5/30,50.009998,50.389999,50,50.18,39.298767,5600
2003/6/2,50,50.900002,50,50.77,39.76083,7300
2003/6/3,50.759998,50.919998,50.529999,50.73,39.729496,4700
2003/6/4,50.73,51.119999,50.73,51,39.940941,8200
2003/6/5,50.669998,51.77,50.669998,51.75,40.52832,14100
2003/6/6,51.939999,54.5,51,54.470001,42.658501,14300
2003/6/9,54.299999,55.720001,53.669998,55.43,43.410339,12200
2003/6/10,55.400002,56.259998,54.889999,56.259998,44.060341,11000
2003/6/11,55.759998,57.900002,55.759998,57.889999,45.336891,14300
2003/6/12,57.900002,61.34,55.939999,61.34,48.038792,12000
2003/6/13,60,66.800003,60,65,50.905144,37500
2003/6/16,65.639999,66,62.509998,64.400002,50.435246,40500
2003/6/17,61.68,64.18,58.610001,60.98,47.756836,32900
2003/6/18,61.799999,62,60,60.580002,47.443577,24300
2003/6/19,60.540001,61.889999,58,60.439999,47.333946,30400
2003/6/20,60.860001,61.98,60.119999,61.299999,48.007458,28400
2003/6/23,60.799999,61.189999,58.75,59.330002,46.464638,13900
2003/6/24,58.349998,61.279999,57.509998,59.709999,46.762238,29500
2003/6/25,60.490002,60.5,58.720001,60.299999,47.224297,17700
2003/6/26,60.07,60.41,57.509998,57.900002,45.344734,25300
2003/6/27,57.639999,57.880001,53.830002,55.5,43.465153,43100
2003/6/30,54.32,56.52,54.099998,54.599998,42.760303,102400
2003/7/1,54.5,55,53.25,53.990002,42.282578,34400
2003/7/2,53.900002,56.599998,51.919998,55.759998,43.668774,37200
2003/7/3,56.639999,56.639999,54.240002,56,43.856731,10400
2003/7/7,55.959999,56.400002,54.099998,54.27,42.501877,24500
2003/7/8,55.93,55.93,51.299999,52.619999,41.20966,61600
2003/7/9,52.919998,54.150002,52.619999,53.880001,42.19643,32400
2003/7/10,54.169998,54.419998,52.509998,54.299999,42.525368,13200
2003/7/11,54.299999,54.900002,54.299999,54.740002,42.869957,9700
2003/7/14,54.259998,55.150002,54.259998,55,43.073578,7000
2003/7/15,54.299999,55.889999,54.299999,55.52,43.480827,20100
2003/7/16,55.52,55.52,54.470001,54.48,42.666325,6300
2003/7/17,55.57,55.66,54.470001,55.02,43.089241,22500
2003/7/18,55.509998,56.389999,55.290001,55.939999,43.80975,6400
2003/7/21,56.52,58.919998,56,56.610001,44.334442,25000
2003/7/22,58.619999,58.619999,54.299999,54.799999,42.91695,20300
2003/7/23,55.5,56.959999,53.509998,54,42.290409,13300
2003/7/24,54,54.990002,52.029999,52.07,40.778938,19900
2003/7/25,52.48,54.470001,52.220001,53.360001,41.789207,13300
2003/7/28,54.75,55,52.099998,52.279999,40.943382,28100
2003/7/29,53.18,54,53.040001,53.849998,42.172947,18300
2003/7/30,53.849998,55.099998,52.43,55.099998,43.151886,22100
2003/7/31,55.259998,55.650002,54.59,55.650002,43.582642,9200
2003/8/1,55.23,55.759998,54.110001,54.110001,42.376564,10300
2003/8/4,54,55.5,52.669998,52.68,41.256641,10200
2003/8/5,52.580002,53.150002,52.099998,52.939999,41.460262,11600
2003/8/6,52.400002,52.400002,51.16,51.380001,40.238548,10900
2003/8/7,51.400002,51.639999,49.709999,50.349998,39.431904,20600
2003/8/8,50.029999,51.27,50.009998,50.540001,39.5807,6000
2003/8/11,50.049999,51.299999,50.049999,50.599998,39.627689,7000
2003/8/12,50.5,50.650002,50.43,50.549999,39.588543,9900
2003/8/13,51.299999,51.299999,50.43,50.880001,40.04501,10000
2003/8/14,51.299999,51.619999,50.860001,51.27,40.351963,6300
2003/8/15,52.48,52.48,50.709999,50.709999,39.911221,3200
2003/8/18,50.700001,51.549999,50.700001,51.27,40.351963,8100
2003/8/19,52.299999,54,51.029999,54,42.500607,21300
2003/8/20,54.150002,54.490002,53,53.02,41.729298,6200
2003/8/21,52.900002,54.310001,52.66,54.310001,42.74461,6500
2003/8/22,54.310001,54.560001,53.130001,53.810001,42.351074,10400
2003/8/25,53.950001,54,52.389999,52.389999,41.233459,10800
2003/8/26,52.009998,53.049999,51.110001,52.549999,41.359379,18900
2003/8/27,51.419998,52.599998,51.419998,52.41,41.249214,7000
2003/8/28,53,53,52.09,52.689999,41.469582,7300
2003/8/29,52.049999,52.049999,50.130001,50.900002,40.060768,71900
2003/9/2,51.029999,51.029999,49.799999,49.799999,39.195011,68700
2003/9/3,49.799999,49.98,49.25,49.5,38.958893,123300
2003/9/4,49.509998,51.400002,49.400002,50.98,40.123714,898200
2003/9/5,51.049999,51.759998,50.73,51.360001,40.422802,90500
2003/9/8,51.25,51.700001,51.150002,51.169998,40.273258,48100
2003/9/9,51.650002,51.650002,50.84,50.84,40.013531,21100
2003/9/10,50.740002,51.400002,50.23,50.66,39.871864,19200
2003/9/11,50.110001,50.75,50.02,50.02,39.36816,15500
2003/9/12,50.759998,50.759998,50,50.150002,39.470474,10300
2003/9/15,50.799999,50.900002,50.009998,50.389999,39.659363,34700
2003/9/16,50.68,50.68,50,50.48,39.730206,37700
2003/9/17,50.02,50.66,50.02,50.419998,39.682964,6900
2003/9/18,50.860001,50.860001,50.310001,50.610001,39.83252,20700
2003/9/19,50.310001,50.75,50.310001,50.439999,39.698719,6700
2003/9/22,50.52,51.049999,50.34,50.869999,40.037159,31100
2003/9/23,51,51.400002,50.720001,51.02,40.15522,10000
2003/9/24,50.75,51.599998,50.5,51.029999,40.163086,17700
2003/9/25,51.580002,51.580002,51,51.369999,40.430664,36700
2003/9/26,51.150002,51.490002,51.099998,51.110001,40.226044,14400
2003/9/29,51.57,51.57,51.110001,51.200001,40.29689,25900
2003/9/30,51.57,51.57,50,50.07,39.407516,45600
2003/10/1,51.25,51.25,50.259998,50.889999,40.052895,15300
2003/10/2,50.880001,51.5,50.880001,51.490002,40.525108,5600
2003/10/3,51.25,51.580002,51,51.040001,40.170944,7500
2003/10/6,50.970001,51.580002,50.130001,50.290001,39.580662,21900
2003/10/7,50.880001,51.580002,50.450001,51.459999,40.501511,13600
2003/10/8,51.400002,51.970001,50.650002,50.66,39.871864,12900
2003/10/9,52,52,50.91,50.91,40.068638,8000
2003/10/10,50.82,51.860001,50.529999,51.25,40.336216,4700
2003/10/13,51.630001,51.990002,51.02,51.98,40.910774,7800
2003/10/14,51.799999,51.900002,49.950001,51.349998,40.414909,10100
2003/10/15,51.5,51.5,50.720001,50.82,39.997803,6500
2003/10/16,51.849998,51.990002,50.5,50.799999,39.982044,15500
2003/10/17,50.779999,51.299999,50.290001,50.290001,39.580662,17300
2003/10/20,50.5,50.5,49.82,50.5,39.74593,29800
2003/10/21,50.75,50.75,49.900002,50.09,39.423244,25900
2003/10/22,50.799999,51.099998,49.84,49.93,39.297321,15200
2003/10/23,49.77,50.439999,49.77,49.790001,39.187145,11400
2003/10/24,50.080002,50.080002,49.77,49.830002,39.218609,8800
2003/10/27,50.240002,50.299999,49.77,50.150002,39.470474,19100
2003/10/28,49.75,50.200001,49.75,50.029999,39.376026,16000
2003/10/29,49.869999,50.25,49.869999,50.099998,39.431114,21000
2003/10/30,49.900002,50.25,49.900002,50.080002,39.415382,9000
2003/10/31,49.900002,50.68,49.900002,50.5,39.74593,22500
2003/11/3,50.830002,51.310001,50.049999,51.310001,40.383442,16500
2003/11/4,50.759998,52,50.759998,51.509998,40.540844,13800
2003/11/5,52,52,51,51.91,40.855686,22600
2003/11/6,52,52.049999,50.110001,50.5,39.74593,26900
2003/11/7,50.5,52.139999,50.25,50.759998,39.950577,14500
2003/11/10,51.849998,51.849998,50.75,51.720001,40.706142,10900
2003/11/11,51,52.75,50.799999,52.73,41.501057,13900
2003/11/12,52.900002,53.959999,52.5,53.529999,42.331375,19200
2003/11/13,54,54.080002,53.009998,53.150002,42.030884,7200
2003/11/14,53.150002,54.25,52.950001,52.950001,41.87273,14200
2003/11/17,53.990002,54.09,52.049999,52.509998,41.524776,6100
2003/11/18,53.799999,54.130001,52.630001,54.130001,42.805874,7500
2003/11/19,53,54.669998,53,54.669998,43.232891,8900
2003/11/20,53.5,55.029999,53.5,54.5,43.098473,11100
2003/11/21,55,55,53.860001,54.369999,42.995651,6400
2003/11/24,53.299999,55.200001,53.299999,54.349998,42.979839,8700
2003/11/25,55.200001,55.200001,52.349998,52.470001,41.493153,25400
2003/11/26,52.259998,54,52,54,42.703068,5200
2003/11/28,53,54.5,53,53.560001,42.355122,5000
2003/12/1,54.400002,54.400002,53.049999,53.459999,42.276051,4600
2003/12/2,54.349998,54.349998,52.259998,52.66,41.643394,18300
2003/12/3,52.799999,52.93,52.25,52.25,41.31918,10500
2003/12/4,53.48,53.48,51,52.009998,41.129372,12700
2003/12/5,53.25,53.27,51.34,52.099998,41.200558,14100
2003/12/8,51.23,53.23,51.23,52.5,41.51688,6300
2003/12/9,53.299999,53.490002,51.689999,53.380001,42.212791,6100
2003/12/10,53.799999,53.889999,53.48,53.880001,42.608177,8900
2003/12/11,54.16,54.810001,53.509998,54.75,43.296173,9900
2003/12/12,54.139999,55,53.25,54.900002,43.414783,12100
2003/12/15,55.75,55.849998,52.900002,53.099998,41.991344,29900
2003/12/16,53.139999,53.220001,52,52.049999,41.161018,27800
2003/12/17,52.049999,52.98,51.549999,52.93,41.856911,9800
2003/12/18,51.82,53.189999,51.5,52.25,41.31918,12500
2003/12/19,52.009998,53.25,51.360001,51.77,40.93959,24300
2003/12/22,52.439999,52.439999,51.150002,52.060001,41.16893,6500
2003/12/23,51.610001,52.369999,51.549999,51.990002,41.113567,18700
2003/12/24,51.310001,52.43,51.310001,52.290001,41.350803,2600
2003/12/26,52.740002,53,52,52.720001,41.690857,1200
2003/12/29,52.75,53.5,51.75,53.150002,42.030884,12600
2003/12/30,53.439999,53.529999,52.889999,53.299999,42.149513,8600
2003/12/31,52.5,53.639999,52.5,52.860001,41.801571,14300
